id,name,status,description,originalPrice,price,shippingPayerName,itemCategoryNameLevel0,itemCategoryNameLevel1,itemCategoryNameLevel2,photoLarge1,photoThumbnail1,photoLarge2,photoThumbnail2,brandName,itemSizeName,itemConditionName,categoryTitle,categoryId
m47133565832,shoes women Footjoy brand black and white golf shoes with dragonfly size 9,trading,These Footjoy dry joys retail for over 100.00. They are in good condition with one small scratch on toe area.. see pictures. Plenty of life left in these shoes.  Pink and blue dragonfly on the side…cute as can be.   All reasonable offers will be accepted!,4900,3300,Buyer,Women,Shoes,Athletic,https://u-mercari-images.mercdn.net/photos/m47133565832_1.jpg?1668626459,https://u-mercari-images.mercdn.net/photos/m47133565832_1.jpg?1668626459&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m47133565832_2.jpg?1668626459000,https://u-mercari-images.mercdn.net/photos/m47133565832_2.jpg?1668626459000&w=200&h=200&fitcrop&sharpen,FootJoy,9 (39.5),Good,Athletic Shoes,283
m28190560411,The North Face reversible boys puffy jacket,trading,"The North Face reversible boys puffy jacket size XS (6), good condition",4000,3000,Buyer,Kids,Boys coats & jackets,Boys (4+),https://u-mercari-images.mercdn.net/photos/m28190560411_1.jpg?1667933942,https://u-mercari-images.mercdn.net/photos/m28190560411_1.jpg?1667933942&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m28190560411_2.jpg?1667933942000,https://u-mercari-images.mercdn.net/photos/m28190560411_2.jpg?1667933942000&w=200&h=200&fitcrop&sharpen,The North Face,S (6-7),Good,Boys (4+),1931
m97628553178,Black glass candle holder-single,trading,Black glass candle holder - single,2500,2100,Buyer,Vintage & collectibles,Home decor,Candle holder,https://u-mercari-images.mercdn.net/photos/m97628553178_1.jpg?1668802443,https://u-mercari-images.mercdn.net/photos/m97628553178_1.jpg?1668802443&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m97628553178_2.jpg?1668802443000,https://u-mercari-images.mercdn.net/photos/m97628553178_2.jpg?1668802443000&w=200&h=200&fitcrop&sharpen,,,Good,Vintage Candle Holders,908
m41651288412,Calico Critters Labrador Family,trading,"NIB HTF Yellow Labrador Family  You will receive everything in the photos & photo details serve as part of description so please look closely. Please feel free to message me if you have any questions or need more info.   I’m happy to bundle items to help save on shipping, but please message me first before purchasing, as it requires me to create a new listing for those items. If you are a user that has no purchase/selling history I will message you right after the sale to confirm its a legit sale. Please message me first before leaving anything less than a 5 star rating so that I may have the opportunity to make it a 5 star sale.",5000,3600,Buyer,Toys & Collectibles,Dolls & Accessories,Mini Dolls & Playsets,https://u-mercari-images.mercdn.net/photos/m41651288412_1.jpg?1646376635,https://u-mercari-images.mercdn.net/photos/m41651288412_1.jpg?1646376635&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m41651288412_2.jpg?1646376635000,https://u-mercari-images.mercdn.net/photos/m41651288412_2.jpg?1646376635000&w=200&h=200&fitcrop&sharpen,Calico Critters,,New,Mini Dolls & Playsets,1627
m19155687872,Zoobles Princess Soarena & Roary #475,trading,Zoobles Princess Soarena & Roary #475. The figures have marks. See the pictures to evaluate the condition. The card opens the Zooble figure up. The Princess figure has a different color dress. The original dress is pink. Combined shipping is available!,1000,1000,Buyer,Toys & Collectibles,Action Figures & Accessories,Action Figures,https://u-mercari-images.mercdn.net/photos/m19155687872_1.jpg?1668488611,https://u-mercari-images.mercdn.net/photos/m19155687872_1.jpg?1668488611&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m19155687872_2.jpg?1668488611000,https://u-mercari-images.mercdn.net/photos/m19155687872_2.jpg?1668488611000&w=200&h=200&fitcrop&sharpen,Spin Master,,Fair,Action Figures,1613
m19109010724,Victoria’s Secret Sports Bra 32C,trading,"In good conditions, no flaws/stains. Both size 32C",2200,2000,Buyer,Women,Underwear,Bras,https://u-mercari-images.mercdn.net/photos/m19109010724_1.jpg?1668380023,https://u-mercari-images.mercdn.net/photos/m19109010724_1.jpg?1668380023&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m19109010724_2.jpg?1668380023000,https://u-mercari-images.mercdn.net/photos/m19109010724_2.jpg?1668380023000&w=200&h=200&fitcrop&sharpen,Victoria's Secret,32C,Good,Bras,1565
m10774584932,sprayground backpack,trading,Sprayground backpack in really good condition no tears zippers work Missing the eyes,7000,7000,Buyer,Men,Men's accessories,Backpacks,https://u-mercari-images.mercdn.net/photos/m10774584932_1.jpg?1667094544,https://u-mercari-images.mercdn.net/photos/m10774584932_1.jpg?1667094544&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m10774584932_2.jpg?1667094544000,https://u-mercari-images.mercdn.net/photos/m10774584932_2.jpg?1667094544000&w=200&h=200&fitcrop&sharpen,Sprayground,,Like new,Backpacks,2024
m63335424257,Brand New Givenchy Irresistible gift set,trading,"Brand new in box gift set.  Includes the big bottle of perfume, 2.7 ounces, body lotion which is 2.5 and the small purse bottle which is .27 ounces.   Smells amazing, and this retail suggested price is $122, with a value of $154 (shown on box)  As you can see in photos I did post a comparison for size lol   * I also have a Yves St Laurent gift set and a Jimmy Choo set for sale if interested.  ** IF YOU WOULD LIKE IT SOONER I CAN CHANGE THE SHIPPING BUT YOU MUST LET ME KNOW BEFORE YOU PURCHASE! I can ship much faster! I only did this shipping because it was the cheapest option but if this is a GIFT- we can arrange for you to get it FASTER! Let me know!  EVERY SINGLE LISTING IS NEGOTIABLE, just ask!",9000,8100,Buyer,Beauty,Fragrance,Women,https://u-mercari-images.mercdn.net/photos/m63335424257_1.jpg?1668883940,https://u-mercari-images.mercdn.net/photos/m63335424257_1.jpg?1668883940&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m63335424257_2.jpg?1668883940000,https://u-mercari-images.mercdn.net/photos/m63335424257_2.jpg?1668883940000&w=200&h=200&fitcrop&sharpen,Givenchy,,New,Fragrances for Women,826
m97628553178,Black glass candle holder-single,trading,Black glass candle holder - single,2500,2100,Buyer,Vintage & collectibles,Home decor,Candle holder,https://u-mercari-images.mercdn.net/photos/m97628553178_1.jpg?1668802443,https://u-mercari-images.mercdn.net/photos/m97628553178_1.jpg?1668802443&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m97628553178_2.jpg?1668802443000,https://u-mercari-images.mercdn.net/photos/m97628553178_2.jpg?1668802443000&w=200&h=200&fitcrop&sharpen,,,Good,Vintage Candle Holders,908
m41651288412,Calico Critters Labrador Family,trading,"NIB HTF Yellow Labrador Family  You will receive everything in the photos & photo details serve as part of description so please look closely. Please feel free to message me if you have any questions or need more info.   I’m happy to bundle items to help save on shipping, but please message me first before purchasing, as it requires me to create a new listing for those items. If you are a user that has no purchase/selling history I will message you right after the sale to confirm its a legit sale. Please message me first before leaving anything less than a 5 star rating so that I may have the opportunity to make it a 5 star sale.",5000,3600,Buyer,Toys & Collectibles,Dolls & Accessories,Mini Dolls & Playsets,https://u-mercari-images.mercdn.net/photos/m41651288412_1.jpg?1646376635,https://u-mercari-images.mercdn.net/photos/m41651288412_1.jpg?1646376635&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m41651288412_2.jpg?1646376635000,https://u-mercari-images.mercdn.net/photos/m41651288412_2.jpg?1646376635000&w=200&h=200&fitcrop&sharpen,Calico Critters,,New,Mini Dolls & Playsets,1627
m19155687872,Zoobles Princess Soarena & Roary #475,trading,Zoobles Princess Soarena & Roary #475. The figures have marks. See the pictures to evaluate the condition. The card opens the Zooble figure up. The Princess figure has a different color dress. The original dress is pink. Combined shipping is available!,1000,1000,Buyer,Toys & Collectibles,Action Figures & Accessories,Action Figures,https://u-mercari-images.mercdn.net/photos/m19155687872_1.jpg?1668488611,https://u-mercari-images.mercdn.net/photos/m19155687872_1.jpg?1668488611&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m19155687872_2.jpg?1668488611000,https://u-mercari-images.mercdn.net/photos/m19155687872_2.jpg?1668488611000&w=200&h=200&fitcrop&sharpen,Spin Master,,Fair,Action Figures,1613
m19109010724,Victoria’s Secret Sports Bra 32C,trading,"In good conditions, no flaws/stains. Both size 32C",2200,2000,Buyer,Women,Underwear,Bras,https://u-mercari-images.mercdn.net/photos/m19109010724_1.jpg?1668380023,https://u-mercari-images.mercdn.net/photos/m19109010724_1.jpg?1668380023&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m19109010724_2.jpg?1668380023000,https://u-mercari-images.mercdn.net/photos/m19109010724_2.jpg?1668380023000&w=200&h=200&fitcrop&sharpen,Victoria's Secret,32C,Good,Bras,1565
m10774584932,sprayground backpack,trading,Sprayground backpack in really good condition no tears zippers work Missing the eyes,7000,7000,Buyer,Men,Men's accessories,Backpacks,https://u-mercari-images.mercdn.net/photos/m10774584932_1.jpg?1667094544,https://u-mercari-images.mercdn.net/photos/m10774584932_1.jpg?1667094544&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m10774584932_2.jpg?1667094544000,https://u-mercari-images.mercdn.net/photos/m10774584932_2.jpg?1667094544000&w=200&h=200&fitcrop&sharpen,Sprayground,,Like new,Backpacks,2024
m63335424257,Brand New Givenchy Irresistible gift set,trading,"Brand new in box gift set.  Includes the big bottle of perfume, 2.7 ounces, body lotion which is 2.5 and the small purse bottle which is .27 ounces.   Smells amazing, and this retail suggested price is $122, with a value of $154 (shown on box)  As you can see in photos I did post a comparison for size lol   * I also have a Yves St Laurent gift set and a Jimmy Choo set for sale if interested.  ** IF YOU WOULD LIKE IT SOONER I CAN CHANGE THE SHIPPING BUT YOU MUST LET ME KNOW BEFORE YOU PURCHASE! I can ship much faster! I only did this shipping because it was the cheapest option but if this is a GIFT- we can arrange for you to get it FASTER! Let me know!  EVERY SINGLE LISTING IS NEGOTIABLE, just ask!",9000,8100,Buyer,Beauty,Fragrance,Women,https://u-mercari-images.mercdn.net/photos/m63335424257_1.jpg?1668883940,https://u-mercari-images.mercdn.net/photos/m63335424257_1.jpg?1668883940&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m63335424257_2.jpg?1668883940000,https://u-mercari-images.mercdn.net/photos/m63335424257_2.jpg?1668883940000&w=200&h=200&fitcrop&sharpen,Givenchy,,New,Fragrances for Women,826
m35743822410,Beauty and the Beast Pins,trading,"Beauty and the Beast supporting characters pin, from Windows of Love mystery pin set.",2100,2100,Buyer,Toys & Collectibles,Collectibles & Hobbies,Pins,https://u-mercari-images.mercdn.net/photos/m35743822410_1.jpg?1668960907,https://u-mercari-images.mercdn.net/photos/m35743822410_1.jpg?1668960907&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m35743822410_2.jpg?1668960907000,https://u-mercari-images.mercdn.net/photos/m35743822410_2.jpg?1668960907000&w=200&h=200&fitcrop&sharpen,Disney,,Like new,Pins,1644
m70827422307,Princess Polly NWT AVRIL MINI DRESS,trading,"Love this dress from princess Polly, super cute just didn’t like it on me. :) size 4",2000,1500,Buyer,Women,Dresses,"Above knee, mini",https://u-mercari-images.mercdn.net/photos/m70827422307_1.jpg?1668278650,https://u-mercari-images.mercdn.net/photos/m70827422307_1.jpg?1668278650&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m70827422307_2.jpg?1668278650000,https://u-mercari-images.mercdn.net/photos/m70827422307_2.jpg?1668278650000&w=200&h=200&fitcrop&sharpen,Princess Polly,S (4-6),New,Above Knee & Mini Dresses,149
m51622969747,Girls 2 Pack Multi Color Sports Bras Size 32 Justice Sport NWT,trading,NWT Girls Justice 2 pack sports bras. Size 32. Floral print and Spots. Thanks for looking!,1400,1000,Buyer,Kids,Girls accessories,Girls (4+),https://u-mercari-images.mercdn.net/photos/m51622969747_1.jpg?1664760134,https://u-mercari-images.mercdn.net/photos/m51622969747_1.jpg?1664760134&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m51622969747_2.jpg?1664760134000,https://u-mercari-images.mercdn.net/photos/m51622969747_2.jpg?1664760134000&w=200&h=200&fitcrop&sharpen,Justice,,New,Girls (4+),1905
m68552355565,3T Reindeer Holiday Pajamas,trading,Rudolph Holiday/Christmas long sleeve 2-piece pajamas in size 3T Brand New With Tags  Comes from a smoke free and pet free home.  Please message me with any questions or to bundle.,1000,800,Buyer,Kids,Girls other,Girls 2T-5T,https://u-mercari-images.mercdn.net/photos/m68552355565_1.jpg?1668924698,https://u-mercari-images.mercdn.net/photos/m68552355565_1.jpg?1668924698&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m68552355565_2.jpg?1668924698000,https://u-mercari-images.mercdn.net/photos/m68552355565_2.jpg?1668924698000&w=200&h=200&fitcrop&sharpen,,3T,New,Girls 2T-5T,1904
m17535856680,Lot Fischer Price Great Adventures Castle Gray Gold Black Knights Cannon Horse,trading,"Gray 1994 castle that has bridge and doors that open and close.  Tons of extras.  3 horses, black knights, gray knights, and a few turquoise.  I can’t find the cannon balls, but it includes the launcher.  It was played with, see photos for details.",15000,15000,Buyer,Toys & Collectibles,Action Figures & Accessories,Action Figures,https://u-mercari-images.mercdn.net/photos/m17535856680_1.jpg?1668876844,https://u-mercari-images.mercdn.net/photos/m17535856680_1.jpg?1668876844&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m17535856680_2.jpg?1668876844000,https://u-mercari-images.mercdn.net/photos/m17535856680_2.jpg?1668876844000&w=200&h=200&fitcrop&sharpen,Fisher-Price,,Good,Action Figures,1613
m87013517850,"Black Panther -1, 2, 3 - 1st Coates and Cover Midnight Angels",trading,2016 run issues  1 - 1st comic book writing by Ta-Nehisi Coates- excellent condition  2- excellent condition  3 - 1st cover of Midnight Angles - excellent condition,2000,1500,Buyer,Books,Fiction Books,Comics,https://u-mercari-images.mercdn.net/photos/m87013517850_1.jpg?1654957533,https://u-mercari-images.mercdn.net/photos/m87013517850_1.jpg?1654957533&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m87013517850_2.jpg?1654957533000,https://u-mercari-images.mercdn.net/photos/m87013517850_2.jpg?1654957533000&w=200&h=200&fitcrop&sharpen,Marvel,,Like new,Vintage Comics Books,1010
m54394916389,Calico Critters Doughnut Shop,trading,Calico Critters Sylvanian Families Doughnut Donut Store With Carol Cuddle Bear,5000,3900,Buyer,Toys & Collectibles,Dolls & Accessories,Dollhouses & Play Sets,https://u-mercari-images.mercdn.net/photos/m54394916389_1.jpg?1659494132,https://u-mercari-images.mercdn.net/photos/m54394916389_1.jpg?1659494132&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m54394916389_2.jpg?1659494132000,https://u-mercari-images.mercdn.net/photos/m54394916389_2.jpg?1659494132000&w=200&h=200&fitcrop&sharpen,Calico Critters,,New,Dollhouses & Play Sets,1623
m51141177645,Oakley sutro lite matte Celeste,trading,NWT Oakley sutro lite matte Celeste prizm black paid $170,12000,9700,Buyer,Men,Men's accessories,Sunglasses,https://u-mercari-images.mercdn.net/photos/m51141177645_1.jpg?1668805110,https://u-mercari-images.mercdn.net/photos/m51141177645_1.jpg?1668805110&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m51141177645_2.jpg?1668805110000,https://u-mercari-images.mercdn.net/photos/m51141177645_2.jpg?1668805110000&w=200&h=200&fitcrop&sharpen,Oakley,,New,Sunglasses for Men,393
m96677609864,VintageBaby Bother Tender Love,trading,Vintage Baby Brother Tender Love.  In original box but not original shirt.  Believed to be original shorts.  Hair is a little messed up from being in box and in storage for do long but could be styled back.  This is a rare doll.  Head dated 1972 and date on body 1975.  It was purchased in 1976 new.  From smoke free home.,4000,2900,Buyer,Toys & Collectibles,Vintage & Antique Toys,Dolls,https://u-mercari-images.mercdn.net/photos/m96677609864_1.jpg?1666293375,https://u-mercari-images.mercdn.net/photos/m96677609864_1.jpg?1666293375&w=200&h=200&fitcrop&sharpen,https://u-mercari-images.mercdn.net/photos/m96677609864_2.jpg?1666293375000,https://u-mercari-images.mercdn.net/photos/m96677609864_2.jpg?1666293375000&w=200&h=200&fitcrop&sharpen,Mattel,,Good,Vintage & Antique Dolls,1791
